partida_id,clube_casa_id,clube_casa_posicao,clube_visitante_id,aproveitamento_mandante,aproveitamento_visitante,clube_visitante_posicao,partida_data,timestamp,local,valida,placar_oficial_mandante,placar_oficial_visitante,campeonato_id,rodada_id
302573,275,2,1371,"['e', 'e', 'v', 'v', 'd']","['v', 'e', 'v', 'e', 'd']",16,2023-04-15 16:00:00,1681585200,Allianz Parque,True,2,1,26.0,1.0
302580,327,18,266,"['v', 'd', 'v', 'e', 'd']","['d', 'd', 'v', 'e', 'e']",7,2023-04-15 16:00:00,1681585200,Independência,True,0,3,26.0,1.0
302572,263,1,276,"['v', 'v', 'd', 'v', 'v']","['v', 'v', 'd', 'd', 'v']",6,2023-04-15 18:30:00,1681594200,Nilton Santos (Engenhão),True,2,1,26.0,1.0
302575,280,9,265,"['v', 'v', 'd', 'e', 'v']","['e', 'd', 'e', 'e', 'v']",14,2023-04-15 18:30:00,1681594200,Nabi Abi Chedid,True,2,1,26.0,1.0
302578,293,11,290,"['d', 'd', 'v', 'e', 'd']","['e', 'd', 'd', 'e', 'v']",17,2023-04-15 18:30:00,1681594200,Arena da Baixada,True,2,0,26.0,1.0
302579,356,10,285,"['d', 'v', 'e', 'd', 'v']","['d', 'v', 'e', 'v', 'v']",8,2023-04-15 18:30:00,1681594200,Castelão (CE),True,1,1,26.0,1.0
302576,282,5,267,"['v', 'e', 'v', 'e', 'e']","['d', 'd', 'd', 'd', 'd']",19,2023-04-15 21:00:00,1681603200,Mineirão,True,1,2,26.0,1.0
302571,262,4,294,"['v', 'e', 'v', 'v', 'd']","['d', 'e', 'd', 'e', 'd']",20,2023-04-16 16:00:00,1681671600,Maracanã,True,3,0,26.0,1.0
302574,264,15,283,"['d', 'v', 'd', 'e', 'v']","['d', 'e', 'd', 'e', 'd']",12,2023-04-16 16:00:00,1681671600,Neo Química Arena,True,2,1,26.0,1.0
302577,284,3,277,"['v', 'v', 'v', 'd', 'v']","['e', 'd', 'e', 'e', 'd']",13,2023-04-16 18:30:00,1681680600,Alfredo Jaconi,True,1,0,26.0,1.0
302591,266,7,293,"['d', 'd', 'v', 'e', 'e']","['d', 'd', 'v', 'e', 'd']",11,2023-04-22 16:00:00,1682190000,Maracanã,True,2,0,26.0,2.0
302593,276,6,327,"['v', 'v', 'd', 'd', 'v']","['v', 'd', 'v', 'e', 'd']",18,2023-04-22 18:30:00,1682199000,Morumbi,True,3,0,26.0,2.0
302600,1371,16,280,"['v', 'e', 'v', 'e', 'd']","['v', 'v', 'd', 'e', 'v']",9,2023-04-22 18:30:00,1682199000,Arena Pantanal,True,1,1,26.0,2.0
302596,283,12,284,"['d', 'e', 'd', 'e', 'd']","['v', 'v', 'v', 'd', 'v']",3,2023-04-22 21:00:00,1682208000,Independência,True,1,0,26.0,2.0
302597,285,8,262,"['d', 'v', 'e', 'v', 'v']","['v', 'e', 'v', 'v', 'd']",4,2023-04-23 11:00:00,1682258400,Beira-Rio,True,2,1,26.0,2.0
302592,267,19,275,"['d', 'd', 'd', 'd', 'd']","['e', 'e', 'v', 'v', 'd']",2,2023-04-23 16:00:00,1682276400,Maracanã,True,2,2,26.0,2.0
302594,277,13,282,"['e', 'd', 'e', 'e', 'd']","['v', 'e', 'v', 'e', 'e']",5,2023-04-23 16:00:00,1682276400,Vila Belmiro,True,0,0,26.0,2.0
302598,294,20,356,"['d', 'e', 'd', 'e', 'd']","['d', 'v', 'e', 'd', 'v']",10,2023-04-23 18:30:00,1682285400,Couto Pereira,True,0,3,26.0,2.0
302595,290,17,264,"['e', 'd', 'd', 'e', 'v']","['d', 'v', 'd', 'e', 'v']",15,2023-04-23 19:00:00,1682287200,Hailé Pinheiro (Serrinha),True,3,1,26.0,2.0
302599,265,14,263,"['e', 'd', 'e', 'e', 'v']","['v', 'v', 'd', 'v', 'v']",1,2023-04-24 20:00:00,1682377200,Itaipava Arena Fonte Nova,True,1,2,26.0,2.0
302618,294,20,276,"['d', 'e', 'd', 'e', 'd']","['v', 'v', 'd', 'd', 'v']",6,2023-04-29 16:30:00,1682796600,Couto Pereira,True,1,1,26.0,3.0
302619,356,10,266,"['d', 'v', 'e', 'd', 'v']","['d', 'd', 'v', 'e', 'e']",7,2023-04-29 16:30:00,1682796600,Castelão (CE),True,4,2,26.0,3.0
302613,275,2,264,"['e', 'e', 'v', 'v', 'd']","['d', 'v', 'd', 'e', 'v']",15,2023-04-29 18:30:00,1682803800,Allianz Parque,True,2,1,26.0,3.0
302614,277,13,327,"['e', 'd', 'e', 'e', 'd']","['v', 'd', 'v', 'e', 'd']",18,2023-04-29 18:30:00,1682803800,Vila Belmiro,True,3,2,26.0,3.0
302615,280,9,283,"['v', 'v', 'd', 'e', 'v']","['d', 'e', 'd', 'e', 'd']",12,2023-04-29 18:30:00,1682803800,Nabi Abi Chedid,True,0,3,26.0,3.0
302616,282,5,293,"['v', 'e', 'v', 'e', 'e']","['d', 'd', 'v', 'e', 'd']",11,2023-04-29 21:00:00,1682812800,Independência,True,2,1,26.0,3.0
302611,262,4,263,"['v', 'e', 'v', 'v', 'd']","['v', 'v', 'd', 'v', 'v']",1,2023-04-30 16:00:00,1682881200,Maracanã,True,2,3,26.0,3.0
302617,285,8,290,"['d', 'v', 'e', 'v', 'v']","['e', 'd', 'd', 'e', 'v']",17,2023-04-30 18:30:00,1682890200,Beira-Rio,True,1,0,26.0,3.0
302620,1371,16,284,"['v', 'e', 'v', 'e', 'd']","['v', 'v', 'v', 'd', 'v']",3,2023-04-30 18:30:00,1682890200,Arena Pantanal,True,1,2,26.0,3.0
302612,267,19,265,"['d', 'd', 'd', 'd', 'd']","['e', 'd', 'e', 'e', 'v']",14,2023-05-01 20:00:00,1682982000,São Januário,True,0,1,26.0,3.0
302646,283,12,277,"['d', 'e', 'd', 'e', 'd']","['e', 'd', 'e', 'e', 'd']",13,2023-05-06 16:00:00,1683399600,Independência,True,2,1,26.0,4.0
302641,266,7,267,"['d', 'd', 'v', 'e', 'e']","['d', 'd', 'd', 'd', 'd']",19,2023-05-06 21:00:00,1683417600,Maracanã,True,1,1,26.0,4.0
302650,327,18,1371,"['v', 'd', 'v', 'e', 'd']","['v', 'e', 'v', 'e', 'd']",16,2023-05-07 11:00:00,1683468000,Independência,True,1,2,26.0,4.0
302643,276,6,285,"['v', 'v', 'd', 'd', 'v']","['d', 'v', 'e', 'v', 'v']",8,2023-05-07 16:00:00,1683486000,Morumbi,True,2,0,26.0,4.0
302648,293,11,262,"['d', 'd', 'v', 'e', 'd']","['v', 'e', 'v', 'v', 'd']",4,2023-05-07 16:00:00,1683486000,Arena da Baixada,True,2,1,26.0,4.0
302649,265,14,294,"['e', 'd', 'e', 'e', 'v']","['d', 'e', 'd', 'e', 'd']",20,2023-05-07 16:00:00,1683486000,Itaipava Arena Fonte Nova,True,3,1,26.0,4.0
302642,263,1,282,"['v', 'v', 'd', 'v', 'v']","['v', 'e', 'v', 'e', 'e']",5,2023-05-07 18:30:00,1683495000,Nilton Santos (Engenhão),True,2,0,26.0,4.0
302645,290,17,275,"['e', 'd', 'd', 'e', 'v']","['e', 'e', 'v', 'v', 'd']",2,2023-05-07 18:30:00,1683495000,Hailé Pinheiro (Serrinha),True,0,5,26.0,4.0
302647,284,3,280,"['v', 'v', 'v', 'd', 'v']","['v', 'v', 'd', 'e', 'v']",9,2023-05-07 18:30:00,1683495000,Arena do Grêmio,True,3,3,26.0,4.0
302644,264,15,356,"['d', 'v', 'd', 'e', 'v']","['d', 'v', 'e', 'd', 'v']",10,2023-05-08 20:00:00,1683586800,Neo Química Arena,True,1,1,26.0,4.0
302661,277,13,265,"['e', 'd', 'e', 'e', 'd']","['e', 'd', 'e', 'e', 'v']",14,2023-05-10 19:00:00,1683756000,Vila Belmiro,True,3,0,26.0,5.0
302663,280,9,327,"['v', 'v', 'd', 'e', 'v']","['v', 'd', 'v', 'e', 'd']",18,2023-05-10 19:00:00,1683756000,Nabi Abi Chedid,True,2,2,26.0,5.0
302667,285,8,293,"['d', 'v', 'e', 'v', 'v']","['d', 'd', 'v', 'e', 'd']",11,2023-05-10 19:00:00,1683756000,Beira-Rio,True,0,2,26.0,5.0
302655,262,4,290,"['v', 'e', 'v', 'v', 'd']","['e', 'd', 'd', 'e', 'v']",17,2023-05-10 20:00:00,1683759600,Maracanã,True,2,0,26.0,5.0
302670,1371,16,282,"['v', 'e', 'v', 'e', 'd']","['v', 'e', 'v', 'e', 'e']",5,2023-05-10 20:00:00,1683759600,Arena Pantanal,True,0,4,26.0,5.0
302659,275,2,284,"['e', 'e', 'v', 'v', 'd']","['v', 'v', 'v', 'd', 'v']",3,2023-05-10 21:30:00,1683765000,Allianz Parque,True,4,1,26.0,5.0
302666,283,12,266,"['d', 'e', 'd', 'e', 'd']","['d', 'd', 'v', 'e', 'e']",7,2023-05-10 21:30:00,1683765000,Mineirão,True,0,2,26.0,5.0
302668,294,20,267,"['d', 'e', 'd', 'e', 'd']","['d', 'd', 'd', 'd', 'd']",19,2023-05-11 19:00:00,1683842400,Couto Pereira,True,1,1,26.0,5.0
302657,263,1,264,"['v', 'v', 'd', 'v', 'v']","['d', 'v', 'd', 'e', 'v']",15,2023-05-11 19:30:00,1683844200,Nilton Santos (Engenhão),True,3,0,26.0,5.0
302669,356,10,276,"['d', 'v', 'e', 'd', 'v']","['v', 'v', 'd', 'd', 'v']",6,2023-05-11 20:00:00,1683846000,Castelão (CE),True,0,0,26.0,5.0
302699,265,14,262,"['e', 'd', 'e', 'e', 'v']","['v', 'e', 'v', 'v', 'd']",4,2023-05-13 16:00:00,1684004400,Itaipava Arena Fonte Nova,True,2,3,26.0,6.0
302691,266,7,1371,"['d', 'd', 'v', 'e', 'e']","['v', 'e', 'v', 'e', 'd']",16,2023-05-13 18:30:00,1684013400,Maracanã,True,2,0,26.0,6.0
302693,275,2,280,"['e', 'e', 'v', 'v', 'd']","['v', 'v', 'd', 'e', 'v']",9,2023-05-13 18:30:00,1684013400,Allianz Parque,True,1,1,26.0,6.0
302696,282,5,285,"['v', 'e', 'v', 'e', 'e']","['d', 'v', 'e', 'v', 'v']",8,2023-05-13 21:00:00,1684022400,Mineirão,True,2,0,26.0,6.0
302692,267,19,277,"['d', 'd', 'd', 'd', 'd']","['e', 'd', 'e', 'e', 'd']",13,2023-05-14 16:00:00,1684090800,São Januário,True,0,1,26.0,6.0
302694,264,15,276,"['d', 'v', 'd', 'e', 'v']","['v', 'v', 'd', 'd', 'v']",6,2023-05-14 16:00:00,1684090800,Neo Química Arena,True,1,1,26.0,6.0
302697,284,3,356,"['v', 'v', 'v', 'd', 'v']","['d', 'v', 'e', 'd', 'v']",10,2023-05-14 16:00:00,1684090800,Arena do Grêmio,True,0,0,26.0,6.0
302695,290,17,263,"['e', 'd', 'd', 'e', 'v']","['v', 'v', 'd', 'v', 'v']",1,2023-05-14 18:30:00,1684099800,Hailé Pinheiro (Serrinha),True,2,1,26.0,6.0
302698,293,11,294,"['d', 'd', 'v', 'e', 'd']","['d', 'e', 'd', 'e', 'd']",20,2023-05-14 18:30:00,1684099800,Arena da Baixada,True,3,2,26.0,6.0
302700,327,18,283,"['v', 'd', 'v', 'e', 'd']","['d', 'e', 'd', 'e', 'd']",12,2023-05-14 18:30:00,1684099800,Independência,True,0,4,26.0,6.0
302719,265,14,290,"['e', 'd', 'e', 'e', 'v']","['e', 'd', 'd', 'e', 'v']",17,2023-05-20 16:00:00,1684609200,Itaipava Arena Fonte Nova,True,1,1,26.0,7.0
302712,263,1,266,"['v', 'v', 'd', 'v', 'v']","['d', 'd', 'v', 'e', 'e']",7,2023-05-20 18:30:00,1684618200,Nilton Santos (Engenhão),True,1,0,26.0,7.0
302713,276,6,267,"['v', 'v', 'd', 'd', 'v']","['d', 'd', 'd', 'd', 'd']",19,2023-05-20 18:30:00,1684618200,Morumbi,True,4,2,26.0,7.0
302715,280,9,293,"['v', 'v', 'd', 'e', 'v']","['d', 'd', 'v', 'e', 'd']",11,2023-05-20 18:30:00,1684618200,Nabi Abi Chedid,True,2,0,26.0,7.0
302718,294,20,282,"['d', 'e', 'd', 'e', 'd']","['v', 'e', 'v', 'e', 'e']",5,2023-05-20 18:30:00,1684618200,Couto Pereira,True,1,2,26.0,7.0
302720,327,18,356,"['v', 'd', 'v', 'e', 'd']","['d', 'v', 'e', 'd', 'v']",10,2023-05-20 18:30:00,1684618200,Independência,True,2,1,26.0,7.0
302714,277,13,275,"['e', 'd', 'e', 'e', 'd']","['e', 'e', 'v', 'v', 'd']",2,2023-05-20 21:00:00,1684627200,Vila Belmiro,True,0,0,26.0,7.0
302711,262,4,264,"['v', 'e', 'v', 'v', 'd']","['d', 'v', 'd', 'e', 'v']",15,2023-05-21 16:00:00,1684695600,Maracanã,True,1,0,26.0,7.0
302717,284,3,285,"['v', 'v', 'v', 'd', 'v']","['d', 'v', 'e', 'v', 'v']",8,2023-05-21 18:30:00,1684704600,Arena do Grêmio,True,3,1,26.0,7.0
302716,283,12,1371,"['d', 'e', 'd', 'e', 'd']","['v', 'e', 'v', 'e', 'd']",16,2023-05-22 20:00:00,1684796400,Arena do Jacaré,True,0,1,26.0,7.0
302744,293,11,284,"['d', 'd', 'v', 'e', 'd']","['v', 'v', 'v', 'd', 'v']",3,2023-05-27 16:00:00,1685214000,Arena da Baixada,True,1,2,26.0,8.0
302745,356,10,267,"['d', 'v', 'e', 'd', 'v']","['d', 'd', 'd', 'd', 'd']",19,2023-05-27 16:00:00,1685214000,Castelão (CE),True,2,0,26.0,8.0
302737,262,4,283,"['v', 'e', 'v', 'v', 'd']","['d', 'e', 'd', 'e', 'd']",12,2023-05-27 18:30:00,1685223000,Maracanã,True,1,1,26.0,8.0
302746,1371,16,294,"['v', 'e', 'v', 'e', 'd']","['d', 'e', 'd', 'e', 'd']",20,2023-05-27 18:30:00,1685223000,Arena Pantanal,True,1,1,26.0,8.0
302739,276,6,290,"['v', 'v', 'd', 'd', 'v']","['e', 'd', 'd', 'e', 'v']",17,2023-05-27 21:00:00,1685232000,Morumbi,True,2,1,26.0,8.0
302740,264,15,266,"['d', 'v', 'd', 'e', 'v']","['d', 'd', 'v', 'e', 'e']",7,2023-05-28 16:00:00,1685300400,Neo Química Arena,True,2,0,26.0,8.0
302743,285,8,265,"['d', 'v', 'e', 'v', 'v']","['e', 'd', 'e', 'e', 'v']",14,2023-05-28 16:00:00,1685300400,Beira-Rio,True,2,0,26.0,8.0
302741,280,9,277,"['v', 'v', 'd', 'e', 'v']","['e', 'd', 'e', 'e', 'd']",13,2023-05-28 18:30:00,1685309400,Nabi Abi Chedid,True,2,0,26.0,8.0
302742,282,5,275,"['v', 'e', 'v', 'e', 'e']","['e', 'e', 'v', 'v', 'd']",2,2023-05-28 18:30:00,1685309400,Mineirão,True,1,1,26.0,8.0
302738,263,1,327,"['v', 'v', 'd', 'v', 'v']","['v', 'd', 'v', 'e', 'd']",18,2023-05-28 19:00:00,1685311200,Nilton Santos (Engenhão),True,2,0,26.0,8.0
302759,356,10,265,"['d', 'v', 'e', 'd', 'v']","['e', 'd', 'e', 'e', 'v']",14,2023-06-03 16:00:00,1685818800,Castelão (CE),True,0,0,26.0,9.0
302756,283,12,282,"['d', 'e', 'd', 'e', 'd']","['v', 'e', 'v', 'e', 'e']",5,2023-06-03 18:30:00,1685827800,Parque do Sabiá,True,0,1,26.0,9.0
302758,293,11,263,"['d', 'd', 'v', 'e', 'd']","['v', 'v', 'd', 'v', 'v']",1,2023-06-03 18:30:00,1685827800,Arena da Baixada,True,1,0,26.0,9.0
302760,327,18,264,"['v', 'd', 'v', 'e', 'd']","['d', 'v', 'd', 'e', 'v']",15,2023-06-03 18:30:00,1685827800,Independência,True,2,0,26.0,9.0
302754,277,13,285,"['e', 'd', 'e', 'e', 'd']","['d', 'v', 'e', 'v', 'v']",8,2023-06-03 21:00:00,1685836800,Vila Belmiro,True,1,1,26.0,9.0
302751,266,7,280,"['d', 'd', 'v', 'e', 'e']","['v', 'v', 'd', 'e', 'v']",9,2023-06-04 16:00:00,1685905200,Maracanã,True,2,1,26.0,9.0
302757,284,3,276,"['v', 'v', 'v', 'd', 'v']","['v', 'v', 'd', 'd', 'v']",6,2023-06-04 16:00:00,1685905200,Arena do Grêmio,True,2,1,26.0,9.0
302753,275,2,294,"['e', 'e', 'v', 'v', 'd']","['d', 'e', 'd', 'e', 'd']",20,2023-06-04 18:30:00,1685914200,Allianz Parque,True,3,1,26.0,9.0
302755,290,17,1371,"['e', 'd', 'd', 'e', 'v']","['v', 'e', 'v', 'e', 'd']",16,2023-06-04 18:30:00,1685914200,Hailé Pinheiro (Serrinha),True,0,1,26.0,9.0
302752,267,19,262,"['d', 'd', 'd', 'd', 'd']","['v', 'e', 'v', 'v', 'd']",4,2023-06-05 20:00:00,1686006000,Maracanã,True,1,4,26.0,9.0
302787,294,20,277,"['d', 'e', 'd', 'e', 'd']","['e', 'd', 'e', 'e', 'd']",13,2023-06-10 16:00:00,1686423600,Couto Pereira,True,0,0,26.0,10.0
302778,264,15,1371,"['d', 'v', 'd', 'e', 'v']","['v', 'e', 'v', 'e', 'd']",16,2023-06-10 18:30:00,1686432600,Neo Química Arena,True,1,1,26.0,10.0
302783,282,5,280,"['v', 'e', 'v', 'e', 'e']","['v', 'v', 'd', 'e', 'v']",9,2023-06-10 18:30:00,1686432600,Mineirão,True,1,1,26.0,10.0
302789,265,14,283,"['e', 'd', 'e', 'e', 'v']","['d', 'e', 'd', 'e', 'd']",12,2023-06-10 18:30:00,1686432600,Itaipava Arena Fonte Nova,True,2,2,26.0,10.0
302774,263,1,356,"['v', 'v', 'd', 'v', 'v']","['d', 'v', 'e', 'd', 'v']",10,2023-06-10 21:00:00,1686441600,Nilton Santos (Engenhão),True,2,0,26.0,10.0
302790,327,18,293,"['v', 'd', 'v', 'e', 'd']","['d', 'd', 'v', 'e', 'd']",11,2023-06-11 11:00:00,1686492000,Mineirão,True,2,2,26.0,10.0
302776,276,6,275,"['v', 'v', 'd', 'd', 'v']","['e', 'e', 'v', 'v', 'd']",2,2023-06-11 16:00:00,1686510000,Morumbi,True,0,2,26.0,10.0
302785,285,8,267,"['d', 'v', 'e', 'v', 'v']","['d', 'd', 'd', 'd', 'd']",19,2023-06-11 16:00:00,1686510000,Beira-Rio,True,2,1,26.0,10.0
302771,262,4,284,"['v', 'e', 'v', 'v', 'd']","['v', 'v', 'v', 'd', 'v']",3,2023-06-11 18:30:00,1686519000,Maracanã,True,3,0,26.0,10.0
302781,290,17,266,"['e', 'd', 'd', 'e', 'v']","['d', 'd', 'v', 'e', 'e']",7,2023-06-11 18:30:00,1686519000,Hailé Pinheiro (Serrinha),True,2,2,26.0,10.0
302803,276,6,293,"['v', 'v', 'd', 'd', 'v']","['d', 'd', 'v', 'e', 'd']",11,2023-06-21 19:00:00,1687384800,Morumbi,True,2,1,26.0,11.0
302806,283,12,356,"['d', 'e', 'd', 'e', 'd']","['d', 'v', 'e', 'd', 'v']",10,2023-06-21 19:00:00,1687384800,Mineirão,True,0,1,26.0,11.0
302804,277,13,264,"['e', 'd', 'e', 'e', 'd']","['d', 'v', 'd', 'e', 'v']",15,2023-06-21 20:00:00,1687388400,Vila Belmiro,True,0,2,26.0,11.0
302801,266,7,282,"['d', 'd', 'v', 'e', 'e']","['v', 'e', 'v', 'e', 'e']",5,2023-06-21 21:30:00,1687393800,Raulino de Oliveira,True,1,1,26.0,11.0
302809,265,14,275,"['e', 'd', 'e', 'e', 'v']","['e', 'e', 'v', 'v', 'd']",2,2023-06-21 21:30:00,1687393800,Itaipava Arena Fonte Nova,True,1,0,26.0,11.0
302807,284,3,327,"['v', 'v', 'v', 'd', 'v']","['v', 'd', 'v', 'e', 'd']",18,2023-06-22 19:00:00,1687471200,Arena do Grêmio,True,3,1,26.0,11.0
302802,267,19,290,"['d', 'd', 'd', 'd', 'd']","['e', 'd', 'd', 'e', 'v']",17,2023-06-22 20:00:00,1687474800,São Januário,True,0,1,26.0,11.0
302808,294,20,285,"['d', 'e', 'd', 'e', 'd']","['d', 'v', 'e', 'v', 'v']",8,2023-06-22 20:00:00,1687474800,Couto Pereira,True,0,1,26.0,11.0
302810,1371,16,263,"['v', 'e', 'v', 'e', 'd']","['v', 'v', 'd', 'v', 'v']",1,2023-06-22 20:00:00,1687474800,Arena Pantanal,True,0,1,26.0,11.0
302805,280,9,262,"['v', 'v', 'd', 'e', 'v']","['v', 'e', 'v', 'v', 'd']",4,2023-06-22 21:30:00,1687480200,Nabi Abi Chedid,True,4,0,26.0,11.0
302828,293,11,264,"['d', 'd', 'v', 'e', 'd']","['d', 'v', 'd', 'e', 'v']",15,2023-06-24 16:00:00,1687633200,Arena da Baixada,True,,,26.0,12.0
302821,266,7,265,"['d', 'd', 'v', 'e', 'e']","['e', 'd', 'e', 'e', 'v']",14,2023-06-24 18:30:00,1687642200,Maracanã,True,,,26.0,12.0
302829,356,10,282,"['d', 'v', 'e', 'd', 'v']","['v', 'e', 'v', 'e', 'e']",5,2023-06-24 18:30:00,1687642200,Castelão (CE),True,,,26.0,12.0
302826,283,12,276,"['d', 'e', 'd', 'e', 'd']","['v', 'v', 'd', 'd', 'v']",6,2023-06-24 21:00:00,1687651200,Independência,True,,,26.0,12.0
302823,275,2,263,"['e', 'e', 'v', 'v', 'd']","['v', 'v', 'd', 'v', 'v']",1,2023-06-25 16:00:00,1687719600,Allianz Parque,True,,,26.0,12.0
302827,284,3,294,"['v', 'v', 'v', 'd', 'v']","['d', 'e', 'd', 'e', 'd']",20,2023-06-25 16:00:00,1687719600,Arena do Grêmio,True,,,26.0,12.0
302824,277,13,262,"['e', 'd', 'e', 'e', 'd']","['v', 'e', 'v', 'v', 'd']",4,2023-06-25 18:30:00,1687728600,Vila Belmiro,True,,,26.0,12.0
302825,280,9,290,"['v', 'v', 'd', 'e', 'v']","['e', 'd', 'd', 'e', 'v']",17,2023-06-25 18:30:00,1687728600,Nabi Abi Chedid,True,,,26.0,12.0
302830,327,18,285,"['v', 'd', 'v', 'e', 'd']","['d', 'v', 'e', 'v', 'v']",8,2023-06-25 18:30:00,1687728600,Independência,True,,,26.0,12.0
302822,267,19,1371,"['d', 'd', 'd', 'd', 'd']","['v', 'e', 'v', 'e', 'd']",16,2023-06-26 21:00:00,1687824000,São Januário,True,,,26.0,12.0
